Customer ID,Product ID,Product Category,Purchase Amount,Purchase Date
C370,P044,Clothing,73.76,2023-02-03
C057,P044,Clothing,54.5,2023-11-13
C023,P003,Electronics,181.93,2023-07-01
C002,P036,Clothing,35.68,2023-03-05
C024,P026,Electronics,209.93,2023-03-05
C441,P018,Electronics,290.72,2023-03-10
C074,P039,Books,360.85,2023-07-02
C236,P003,Electronics,133.28,2023-03-08
C384,P008,Home & Kitchen,276.54,2023-03-31
C021,P011,Books,452.26,2023-11-21
C122,P012,Electronics,418.59,2023-06-24
C265,P020,Toys & Games,151.42,2023-06-22
C035,P035,Books,79.06,2023-09-13
C243,P018,Electronics,267.15,2023-03-25
C054,P038,Home & Kitchen,257.98,2023-10-21
C283,P050,Home & Kitchen,333.18,2023-07-09
C105,P023,Books,444.5,2023-03-02
C271,P046,Books,156.14,2023-06-18
C378,P029,Books,420.01,2023-04-05
C134,P040,Electronics,232.66,2023-12-02
C282,P031,Books,493.02,2023-08-07
C232,P013,Home & Kitchen,106.04,2023-11-08
C117,P006,Electronics,255.6,2023-07-14
C056,P003,Electronics,231.26,2023-12-16
C149,P030,Home & Kitchen,17.9,2023-10-11
C235,P009,Toys & Games,145.11,2023-03-27
C051,P046,Books,477.4,2023-03-11
C415,P031,Books,336.38,2023-03-13
C256,P031,Books,470.97,2023-06-17
C074,P022,Electronics,5.66,2023-07-31
C217,P026,Electronics,65.57,2023-01-09
C439,P050,Home & Kitchen,87.6,2023-06-22
C440,P044,Clothing,297.23,2023-12-30
C419,P010,Home & Kitchen,128.44,2023-07-30
C284,P037,Clothing,464.06,2023-07-12
C273,P030,Home & Kitchen,298.9,2023-06-15
C325,P031,Books,334.12,2023-09-27
C273,P006,Electronics,106.4,2023-02-11
C043,P020,Toys & Games,178.9,2023-11-29
C499,P014,Toys & Games,338.68,2023-11-11
C194,P041,Home & Kitchen,425.86,2023-08-31
C247,P029,Books,216.78,2023-05-21
C173,P047,Clothing,87.24,2023-10-08
C408,P028,Books,430.1,2023-09-21
C111,P008,Home & Kitchen,104.14,2023-12-11
C046,P018,Electronics,68.89,2023-06-12
C215,P046,Books,429.84,2023-02-22
C257,P023,Books,22.27,2023-04-01
C314,P007,Books,424.76,2023-12-22
C327,P015,Clothing,424.97,2023-09-24
C246,P035,Books,17.24,2023-04-05
C220,P038,Home & Kitchen,17.92,2023-10-18
C284,P004,Books,400.97,2023-01-24
C195,P044,Clothing,444.68,2023-04-21
C456,P019,Home & Kitchen,460.36,2023-05-15
C016,P018,Electronics,396.07,2023-01-26
C395,P036,Clothing,93.46,2023-05-09
C058,P035,Books,112.73,2023-02-12
C093,P022,Electronics,359.73,2023-01-31
C339,P038,Home & Kitchen,399.42,2023-05-16
C499,P042,Clothing,436.52,2023-02-12
C009,P034,Home & Kitchen,297.69,2023-02-05
C209,P022,Electronics,29.43,2023-10-04
C209,P012,Electronics,238.44,2023-11-06
C370,P027,Toys & Games,371.82,2023-03-04
C085,P027,Toys & Games,355.96,2023-05-09
C274,P017,Electronics,6.76,2023-07-09
C143,P040,Electronics,271.45,2023-01-23
C162,P024,Books,76.56,2023-03-18
C497,P028,Books,300.92,2023-12-12
C098,P031,Books,14.41,2023-09-25
C333,P035,Books,428.63,2023-10-19
C015,P029,Books,35.47,2023-08-28
C457,P044,Clothing,403.39,2023-07-10
C172,P050,Home & Kitchen,60.37,2023-11-13
C025,P032,Home & Kitchen,160.42,2023-11-20
C231,P002,Books,213.87,2023-09-10
C467,P007,Books,229.38,2023-09-22
C180,P021,Home & Kitchen,237.89,2023-01-20
C403,P033,Electronics,314.99,2023-10-06
C396,P028,Books,414.02,2023-12-28
C128,P043,Books,362.74,2023-05-25
C458,P013,Home & Kitchen,22.66,2023-03-12
C050,P014,Toys & Games,177.98,2023-06-24
C176,P008,Home & Kitchen,383.5,2023-11-05
C054,P022,Electronics,141.86,2023-10-02
C048,P002,Books,146.75,2023-11-18
C201,P008,Home & Kitchen,478.26,2023-05-07
C155,P021,Home & Kitchen,293.64,2023-11-21
C057,P006,Electronics,467.3,2023-09-07
C087,P019,Home & Kitchen,52.19,2023-06-16
C355,P001,Clothing,150.31,2023-12-24
C249,P033,Electronics,29.97,2023-08-12
C146,P044,Clothing,431.07,2023-11-02
C493,P020,Toys & Games,257.24,2023-05-28
C393,P023,Books,434.0,2023-12-30
C070,P028,Books,153.1,2023-09-30
C390,P013,Home & Kitchen,342.88,2023-03-26
C047,P030,Home & Kitchen,295.16,2023-01-10
C123,P036,Clothing,183.45,2023-07-26
C385,P021,Home & Kitchen,94.26,2023-02-02
C193,P029,Books,229.62,2023-05-02
C442,P027,Toys & Games,96.89,2023-10-02
C013,P032,Home & Kitchen,355.59,2023-12-07
C100,P024,Books,470.4,2023-10-24
C069,P021,Home & Kitchen,499.92,2023-03-06
C181,P016,Toys & Games,29.57,2023-08-11
C180,P029,Books,32.87,2023-08-26
C059,P009,Toys & Games,478.99,2023-05-26
C474,P033,Electronics,233.96,2023-06-03
C091,P026,Electronics,403.06,2023-07-15
C201,P017,Electronics,409.35,2023-11-16
C305,P002,Books,169.68,2023-03-08
C275,P010,Home & Kitchen,194.04,2023-12-20
C110,P021,Home & Kitchen,79.4,2023-08-27
C146,P005,Clothing,105.42,2023-10-12
C417,P040,Electronics,278.13,2023-03-10
C290,P041,Home & Kitchen,294.08,2023-10-28
C457,P047,Clothing,43.52,2023-06-27
C422,P029,Books,357.26,2023-10-19
C256,P026,Electronics,256.43,2023-05-07
C388,P007,Books,433.56,2023-11-05
C426,P020,Toys & Games,285.57,2023-10-09
C020,P042,Clothing,195.33,2023-05-17
C138,P013,Home & Kitchen,38.62,2023-02-24
C167,P016,Toys & Games,29.08,2023-05-20
C254,P013,Home & Kitchen,36.23,2023-10-29
C210,P012,Electronics,223.06,2023-09-14
C238,P046,Books,242.78,2023-10-29
C408,P010,Home & Kitchen,160.96,2023-05-04
C490,P040,Electronics,24.22,2023-02-17
C244,P018,Electronics,46.61,2023-02-19
C322,P013,Home & Kitchen,119.51,2023-06-10
C136,P014,Toys & Games,99.5,2023-09-08
C221,P017,Electronics,133.7,2023-08-23
C168,P034,Home & Kitchen,60.25,2023-06-21
C112,P037,Clothing,157.83,2023-03-01
C429,P005,Clothing,25.45,2023-12-11
C009,P004,Books,401.18,2023-09-11
C247,P013,Home & Kitchen,230.26,2023-10-27
C379,P048,Books,316.52,2023-10-29
C401,P022,Electronics,305.24,2023-05-12
C280,P018,Electronics,212.85,2023-08-25
C074,P039,Books,140.89,2023-02-28
C217,P025,Clothing,148.69,2023-01-29
C420,P047,Clothing,341.94,2023-03-19
C418,P048,Books,392.56,2023-01-18
C423,P034,Home & Kitchen,201.34,2023-05-09
C195,P014,Toys & Games,268.69,2023-04-24
C474,P006,Electronics,425.92,2023-03-19
C441,P041,Home & Kitchen,256.48,2023-04-30
C322,P042,Clothing,113.42,2023-08-18
C191,P043,Books,304.83,2023-11-27
C016,P011,Books,439.05,2023-01-04
C297,P016,Toys & Games,27.43,2023-03-03
C331,P006,Electronics,419.55,2023-12-18
C194,P028,Books,387.91,2023-10-04
C454,P028,Books,330.44,2023-06-26
C478,P040,Electronics,496.57,2023-07-18
C028,P017,Electronics,442.81,2023-10-04
C004,P005,Clothing,17.59,2023-12-24
C009,P011,Books,271.22,2023-06-19
C051,P044,Clothing,157.05,2023-07-07
C093,P029,Books,6.21,2023-07-09
C016,P037,Clothing,72.58,2023-07-06
C188,P025,Clothing,180.01,2023-02-27
C147,P045,Clothing,307.71,2023-07-24
C216,P005,Clothing,324.08,2023-07-31
C375,P003,Electronics,28.12,2023-03-13
C436,P023,Books,366.22,2023-09-26
C201,P014,Toys & Games,447.49,2023-10-08
C402,P024,Books,227.44,2023-04-28
C204,P050,Home & Kitchen,192.07,2023-03-24
C066,P031,Books,402.85,2023-05-16
C050,P008,Home & Kitchen,482.17,2023-12-31
C499,P025,Clothing,497.19,2023-01-12
C165,P001,Clothing,395.24,2023-11-26
C115,P015,Clothing,459.33,2023-06-04
C439,P005,Clothing,470.01,2023-06-18
C419,P016,Toys & Games,269.2,2023-06-25
C128,P023,Books,237.32,2023-12-20
C311,P049,Electronics,61.86,2023-10-26
C373,P028,Books,235.57,2023-04-27
C431,P026,Electronics,252.93,2023-06-10
C393,P006,Electronics,145.66,2023-05-28
C149,P017,Electronics,455.33,2023-08-20
C491,P049,Electronics,151.55,2023-04-20
C074,P040,Electronics,334.34,2023-07-06
C276,P027,Toys & Games,294.5,2023-04-21
C074,P020,Toys & Games,484.59,2023-09-22
C209,P019,Home & Kitchen,204.93,2023-06-21
C128,P026,Electronics,78.67,2023-12-23
C350,P034,Home & Kitchen,195.24,2023-04-28
C316,P011,Books,82.32,2023-03-11
C345,P031,Books,352.59,2023-12-01
C053,P020,Toys & Games,231.3,2023-08-09
C219,P020,Toys & Games,14.31,2023-10-05
C288,P021,Home & Kitchen,427.05,2023-04-26
C285,P010,Home & Kitchen,330.32,2023-09-23
C497,P010,Home & Kitchen,417.04,2023-04-29
C274,P023,Books,182.86,2023-01-13
C081,P037,Clothing,492.29,2023-06-01
C347,P024,Books,426.34,2023-05-10
C404,P036,Clothing,205.4,2023-05-07
C010,P010,Home & Kitchen,376.65,2023-05-18
C163,P014,Toys & Games,5.0,2023-09-09
C019,P017,Electronics,265.75,2023-06-10
C250,P043,Books,437.95,2023-09-08
C473,P020,Toys & Games,154.53,2023-08-31
C266,P023,Books,117.05,2023-03-06
C367,P043,Books,288.0,2023-10-19
C006,P046,Books,251.56,2023-10-02
C278,P045,Clothing,250.25,2023-04-18
C346,P006,Electronics,102.83,2023-04-19
C253,P046,Books,416.32,2023-12-13
C490,P039,Books,481.21,2023-06-03
C357,P050,Home & Kitchen,401.21,2023-08-13
C385,P004,Books,371.66,2023-10-26
C454,P002,Books,53.04,2023-12-11
C019,P017,Electronics,487.32,2023-10-31
C478,P036,Clothing,358.24,2023-09-02
C234,P036,Clothing,297.43,2023-09-02
C160,P018,Electronics,297.32,2023-12-19
C432,P050,Home & Kitchen,74.18,2023-12-05
C077,P006,Electronics,328.19,2023-06-22
C333,P021,Home & Kitchen,92.85,2023-11-30
C113,P009,Toys & Games,191.5,2023-03-16
C068,P004,Books,420.81,2023-06-09
C368,P025,Clothing,96.28,2023-03-28
C276,P011,Books,420.72,2023-10-23
C279,P027,Toys & Games,326.59,2023-03-16
C232,P035,Books,417.98,2023-11-25
C249,P027,Toys & Games,179.13,2023-07-11
C214,P010,Home & Kitchen,191.06,2023-11-20
C139,P019,Home & Kitchen,74.12,2023-05-13
C279,P012,Electronics,458.87,2023-08-28
C306,P004,Books,244.99,2023-07-16
C476,P036,Clothing,229.01,2023-10-30
C066,P015,Clothing,184.69,2023-03-27
C127,P019,Home & Kitchen,477.87,2023-03-21
C221,P010,Home & Kitchen,212.87,2023-09-22
C210,P046,Books,104.21,2023-02-17
C165,P032,Home & Kitchen,387.92,2023-01-06
C202,P008,Home & Kitchen,464.52,2023-10-17
C257,P032,Home & Kitchen,83.52,2023-11-22
C271,P009,Toys & Games,34.61,2023-07-22
C065,P002,Books,283.47,2023-05-10
C376,P011,Books,376.01,2023-02-16
C268,P020,Toys & Games,324.99,2023-12-18
C016,P035,Books,377.55,2023-12-07
C086,P031,Books,476.64,2023-08-06
C422,P020,Toys & Games,47.76,2023-10-24
C304,P020,Toys & Games,450.09,2023-05-29
C173,P017,Electronics,40.71,2023-01-31
C288,P033,Electronics,432.43,2023-09-04
C037,P029,Books,173.37,2023-11-02
C307,P027,Toys & Games,188.03,2023-03-08
C243,P044,Clothing,328.3,2023-03-14
C352,P002,Books,305.44,2023-11-25
C047,P023,Books,353.4,2023-06-02
C024,P011,Books,21.69,2023-05-12
C191,P030,Home & Kitchen,182.7,2023-06-17
C132,P037,Clothing,362.66,2023-02-09
C412,P042,Clothing,215.63,2023-03-09
C472,P012,Electronics,290.06,2023-02-18
C442,P006,Electronics,277.31,2023-07-31
C440,P005,Clothing,190.4,2023-07-21
C073,P040,Electronics,405.02,2023-04-29
C493,P005,Clothing,277.44,2023-12-08
C120,P019,Home & Kitchen,148.5,2023-09-14
C417,P011,Books,306.2,2023-03-07
C422,P034,Home & Kitchen,235.9,2023-10-28
C280,P024,Books,376.78,2023-12-13
C145,P044,Clothing,228.99,2023-06-09
C160,P049,Electronics,403.61,2023-04-29
C291,P035,Books,183.92,2023-11-09
C316,P033,Electronics,228.2,2023-03-11
C082,P035,Books,13.77,2023-10-24
C400,P045,Clothing,348.28,2023-01-30
C167,P026,Electronics,440.34,2023-05-06
C153,P039,Books,380.78,2023-11-17
C240,P008,Home & Kitchen,167.78,2023-05-20
C394,P022,Electronics,82.35,2023-12-10
C465,P032,Home & Kitchen,118.19,2023-11-22
C353,P022,Electronics,351.35,2023-03-21
C010,P005,Clothing,474.63,2023-11-29
C444,P040,Electronics,436.11,2023-05-29
C231,P006,Electronics,337.79,2023-01-19
C479,P025,Clothing,77.92,2023-07-24
C343,P019,Home & Kitchen,414.7,2023-03-04
C064,P030,Home & Kitchen,42.26,2023-11-22
C121,P033,Electronics,421.72,2023-12-13
C117,P037,Clothing,325.16,2023-09-08
C229,P027,Toys & Games,225.07,2023-10-02
C016,P041,Home & Kitchen,402.1,2023-10-11
C044,P035,Books,286.18,2023-07-24
C326,P028,Books,118.78,2023-06-18
C180,P009,Toys & Games,204.63,2023-03-06
C171,P021,Home & Kitchen,271.61,2023-12-08
C308,P028,Books,149.71,2023-01-22
C156,P024,Books,12.68,2023-10-27
C054,P001,Clothing,436.42,2023-10-07
C491,P005,Clothing,296.93,2023-06-06
C500,P037,Clothing,78.52,2023-08-08
C220,P023,Books,461.38,2023-06-03
C232,P017,Electronics,222.17,2023-09-05
C022,P044,Clothing,91.22,2023-12-20
C067,P036,Clothing,343.76,2023-05-27
C454,P047,Clothing,74.31,2023-12-19
C052,P025,Clothing,375.64,2023-09-25
C158,P006,Electronics,82.9,2023-06-29
C320,P013,Home & Kitchen,197.93,2023-12-15
C487,P041,Home & Kitchen,419.49,2023-12-22
C244,P014,Toys & Games,254.86,2023-02-01
C312,P046,Books,333.57,2023-12-04
C347,P050,Home & Kitchen,339.06,2023-06-16
C154,P046,Books,485.67,2023-03-22
C355,P039,Books,257.05,2023-06-11
C451,P015,Clothing,187.55,2023-05-10
C262,P046,Books,307.96,2023-06-05
C074,P015,Clothing,232.39,2023-04-14
C376,P022,Electronics,117.77,2023-05-10
C375,P011,Books,196.04,2023-05-06
C363,P049,Electronics,194.5,2023-09-26
C440,P028,Books,403.48,2023-03-12
C489,P013,Home & Kitchen,378.24,2023-06-28
C208,P049,Electronics,496.13,2023-02-03
C071,P033,Electronics,193.58,2023-10-12
C023,P046,Books,402.47,2023-04-28
C174,P010,Home & Kitchen,219.8,2023-07-30
C076,P049,Electronics,426.84,2023-11-17
C026,P037,Clothing,6.55,2023-02-22
C149,P022,Electronics,33.59,2023-01-03
C265,P046,Books,40.42,2023-05-04
C334,P005,Clothing,252.92,2023-03-19
C177,P025,Clothing,410.24,2023-04-30
C237,P008,Home & Kitchen,423.13,2023-02-16
C074,P003,Electronics,481.01,2023-03-26
C353,P035,Books,433.86,2023-05-04
C354,P037,Clothing,222.05,2023-09-24
C266,P032,Home & Kitchen,190.93,2023-11-02
C253,P036,Clothing,298.11,2023-05-21
C053,P018,Electronics,162.11,2023-07-10
C194,P008,Home & Kitchen,121.72,2023-05-15
C329,P022,Electronics,192.47,2023-03-06
C114,P020,Toys & Games,434.13,2023-09-06
C178,P045,Clothing,23.5,2023-08-28
C179,P006,Electronics,365.08,2023-01-25
C096,P034,Home & Kitchen,241.74,2023-01-03
C341,P023,Books,115.44,2023-07-31
C396,P043,Books,29.53,2023-08-10
C257,P009,Toys & Games,441.3,2023-05-18
C029,P032,Home & Kitchen,188.18,2023-06-18
C201,P016,Toys & Games,212.92,2023-07-08
C208,P007,Books,77.51,2023-02-17
C436,P007,Books,467.0,2023-10-24
C346,P047,Clothing,114.15,2023-08-04
C472,P004,Books,359.4,2023-09-27
C351,P041,Home & Kitchen,79.4,2023-02-17
C101,P007,Books,155.79,2023-05-26
C379,P050,Home & Kitchen,472.05,2023-09-12
C176,P002,Books,335.39,2023-05-19
C494,P024,Books,275.58,2023-10-08
C284,P026,Electronics,45.97,2023-12-21
C269,P023,Books,420.55,2023-11-13
C364,P021,Home & Kitchen,455.04,2023-04-12
C273,P049,Electronics,371.48,2023-07-13
C487,P026,Electronics,416.85,2023-02-23
C343,P048,Books,391.49,2023-08-21
C185,P019,Home & Kitchen,202.16,2023-10-17
C170,P049,Electronics,55.72,2023-11-01
C482,P013,Home & Kitchen,14.83,2023-03-11
C332,P044,Clothing,277.18,2023-10-14
C194,P048,Books,344.69,2023-07-06
C410,P022,Electronics,304.32,2023-03-16
C461,P008,Home & Kitchen,416.82,2023-03-30
C009,P041,Home & Kitchen,167.08,2023-07-18
C337,P040,Electronics,66.13,2023-08-03
C491,P010,Home & Kitchen,426.15,2023-05-13
C305,P035,Books,115.8,2023-12-10
C068,P025,Clothing,365.43,2023-01-02
C326,P037,Clothing,69.33,2023-06-21
C438,P018,Electronics,43.8,2023-12-01
C207,P043,Books,77.92,2023-07-12
C063,P008,Home & Kitchen,450.73,2023-12-26
C011,P009,Toys & Games,453.98,2023-12-30
C156,P024,Books,118.39,2023-05-24
C372,P014,Toys & Games,451.32,2023-05-24
C292,P015,Clothing,276.26,2023-02-08
C018,P031,Books,245.83,2023-10-13
C098,P020,Toys & Games,389.53,2023-11-24
C079,P050,Home & Kitchen,335.57,2023-06-14
C047,P027,Toys & Games,354.69,2023-01-30
C429,P023,Books,495.64,2023-07-01
C408,P044,Clothing,365.99,2023-05-26
C183,P037,Clothing,218.08,2023-05-23
C109,P044,Clothing,189.5,2023-06-06
C364,P006,Electronics,491.55,2023-08-13
C474,P049,Electronics,109.64,2023-06-28
C229,P030,Home & Kitchen,125.52,2023-07-21
C469,P011,Books,355.84,2023-07-25
C490,P023,Books,265.12,2023-09-07
C499,P035,Books,450.58,2023-10-26
C014,P016,Toys & Games,200.17,2023-04-02
C197,P028,Books,375.16,2023-12-14
C497,P032,Home & Kitchen,473.41,2023-05-04
C199,P002,Books,228.93,2023-06-12
C222,P006,Electronics,392.86,2023-08-07
C333,P020,Toys & Games,168.87,2023-03-16
C455,P021,Home & Kitchen,403.75,2023-10-26
C244,P003,Electronics,373.08,2023-08-22
C081,P018,Electronics,362.39,2023-08-01
C106,P008,Home & Kitchen,381.93,2023-10-18
C074,P030,Home & Kitchen,350.87,2023-11-04
C364,P034,Home & Kitchen,135.67,2023-09-16
C300,P021,Home & Kitchen,453.85,2023-10-27
C481,P030,Home & Kitchen,417.77,2023-11-18
C175,P006,Electronics,103.96,2023-08-11
C412,P031,Books,319.0,2023-03-14
C139,P036,Clothing,327.27,2023-02-25
C138,P019,Home & Kitchen,362.52,2023-12-13
C102,P022,Electronics,211.9,2023-05-21
C353,P011,Books,381.41,2023-11-19
C258,P031,Books,468.06,2023-06-27
C134,P048,Books,126.19,2023-07-13
C198,P011,Books,237.11,2023-06-30
C451,P027,Toys & Games,475.6,2023-05-05
C115,P018,Electronics,416.95,2023-06-28
C113,P039,Books,244.5,2023-03-06
C500,P013,Home & Kitchen,367.9,2023-09-25
C488,P038,Home & Kitchen,78.83,2023-10-19
C032,P039,Books,367.9,2023-02-05
C134,P034,Home & Kitchen,48.71,2023-07-19
C062,P010,Home & Kitchen,405.34,2023-11-17
C259,P032,Home & Kitchen,249.16,2023-04-05
C490,P050,Home & Kitchen,79.74,2023-04-08
C386,P043,Books,415.56,2023-01-22
C314,P013,Home & Kitchen,464.57,2023-02-26
C230,P048,Books,382.51,2023-10-03
C277,P008,Home & Kitchen,316.94,2023-12-21
C152,P047,Clothing,389.19,2023-06-30
C451,P034,Home & Kitchen,58.77,2023-08-10
C286,P024,Books,431.32,2023-04-02
C381,P026,Electronics,426.53,2023-08-11
C082,P029,Books,201.66,2023-05-17
C321,P011,Books,279.99,2023-08-06
C455,P011,Books,217.14,2023-08-15
C145,P028,Books,491.17,2023-05-06
C189,P028,Books,255.65,2023-08-25
C348,P032,Home & Kitchen,169.25,2023-08-05
C363,P014,Toys & Games,440.73,2023-02-24
C269,P050,Home & Kitchen,138.71,2023-08-12
C066,P009,Toys & Games,449.44,2023-11-25
C170,P035,Books,100.29,2023-06-27
C179,P046,Books,109.39,2023-05-09
C263,P016,Toys & Games,273.72,2023-07-31
C464,P047,Clothing,336.69,2023-02-09
C034,P018,Electronics,46.73,2023-06-19
C373,P027,Toys & Games,294.66,2023-02-18
C381,P030,Home & Kitchen,371.12,2023-10-17
C486,P008,Home & Kitchen,411.14,2023-10-13
C355,P008,Home & Kitchen,352.49,2023-03-25
C098,P014,Toys & Games,52.23,2023-03-08
C285,P010,Home & Kitchen,399.16,2023-01-10
C275,P050,Home & Kitchen,37.13,2023-11-23
C105,P045,Clothing,435.37,2023-09-22
C407,P003,Electronics,112.24,2023-09-15
C225,P050,Home & Kitchen,36.04,2023-08-18
C078,P027,Toys & Games,122.55,2023-04-14
C009,P047,Clothing,377.25,2023-09-08
C055,P044,Clothing,476.57,2023-04-25
C199,P030,Home & Kitchen,13.36,2023-10-28
C243,P049,Electronics,136.52,2023-11-22
C047,P016,Toys & Games,237.7,2023-04-17
C328,P016,Toys & Games,133.76,2023-02-15
C131,P004,Books,95.03,2023-10-17
C069,P015,Clothing,277.96,2023-05-07
C270,P009,Toys & Games,268.23,2023-12-24
C174,P018,Electronics,339.0,2023-05-09
C225,P041,Home & Kitchen,189.57,2023-02-05
C293,P009,Toys & Games,261.05,2023-06-15
C290,P003,Electronics,187.78,2023-08-27
C023,P023,Books,389.55,2023-07-22
C386,P022,Electronics,123.17,2023-04-19
C390,P048,Books,435.85,2023-12-27
C156,P019,Home & Kitchen,54.0,2023-01-08
C108,P008,Home & Kitchen,295.46,2023-03-17
C396,P036,Clothing,463.38,2023-01-09
C042,P030,Home & Kitchen,484.22,2023-07-11
C294,P009,Toys & Games,398.66,2023-03-28
C344,P047,Clothing,178.26,2023-03-14
C483,P002,Books,492.44,2023-11-23
C076,P004,Books,77.98,2023-11-12
C478,P044,Clothing,396.86,2023-07-10
C029,P011,Books,21.16,2023-01-28
C157,P008,Home & Kitchen,85.36,2023-11-20
C429,P038,Home & Kitchen,53.92,2023-09-21
C025,P048,Books,168.71,2023-09-09
C271,P042,Clothing,128.75,2023-05-05
C259,P008,Home & Kitchen,424.19,2023-02-17
C465,P041,Home & Kitchen,311.53,2023-08-03
C224,P046,Books,479.04,2023-01-22
C445,P049,Electronics,243.0,2023-03-17
C084,P031,Books,208.3,2023-08-18
C111,P005,Clothing,12.13,2023-05-09
C094,P018,Electronics,47.12,2023-03-11
C346,P019,Home & Kitchen,201.04,2023-11-30
C039,P047,Clothing,345.56,2023-06-13
C481,P027,Toys & Games,341.45,2023-09-24
C383,P015,Clothing,243.47,2023-07-18
C480,P009,Toys & Games,105.33,2023-12-17
C371,P016,Toys & Games,179.05,2023-08-10
C280,P015,Clothing,102.64,2023-08-26
C266,P013,Home & Kitchen,338.28,2023-01-11
C485,P020,Toys & Games,175.58,2023-09-29
C361,P012,Electronics,494.11,2023-11-26
C339,P032,Home & Kitchen,478.2,2023-11-19
C094,P021,Home & Kitchen,498.4,2023-11-24
C239,P022,Electronics,257.25,2023-05-13
C146,P037,Clothing,203.01,2023-01-13
C485,P043,Books,346.33,2023-03-03
C169,P021,Home & Kitchen,314.32,2023-04-28
C158,P026,Electronics,106.0,2023-12-01
C014,P039,Books,165.13,2023-12-12
C321,P023,Books,344.34,2023-10-03
C151,P034,Home & Kitchen,40.97,2023-03-02
C061,P027,Toys & Games,271.99,2023-07-18
C235,P008,Home & Kitchen,144.78,2023-01-28
C103,P037,Clothing,315.66,2023-02-07
C466,P045,Clothing,412.16,2023-05-17
C457,P016,Toys & Games,52.91,2023-12-29
C467,P036,Clothing,377.57,2023-11-01
C090,P014,Toys & Games,208.7,2023-02-17
C230,P039,Books,14.33,2023-08-10
C078,P005,Clothing,409.33,2023-07-19
C468,P042,Clothing,333.51,2023-02-01
C088,P004,Books,65.0,2023-07-14
C100,P045,Clothing,268.99,2023-09-10
C419,P006,Electronics,335.47,2023-10-18
C031,P030,Home & Kitchen,216.39,2023-04-17
C015,P010,Home & Kitchen,473.74,2023-10-12
C259,P018,Electronics,481.45,2023-05-29
C009,P046,Books,40.78,2023-11-25
C486,P018,Electronics,443.05,2023-03-22
C491,P042,Clothing,314.83,2023-02-25
C205,P003,Electronics,401.39,2023-05-26
C088,P047,Clothing,272.82,2023-11-16
C316,P040,Electronics,472.89,2023-01-04
C348,P006,Electronics,304.72,2023-08-12
C434,P026,Electronics,321.76,2023-09-26
C207,P041,Home & Kitchen,217.86,2023-11-19
C116,P048,Books,214.2,2023-04-22
C003,P049,Electronics,339.21,2023-10-29
C319,P050,Home & Kitchen,174.29,2023-08-02
C293,P048,Books,192.46,2023-01-15
C050,P033,Electronics,268.62,2023-01-21
C172,P025,Clothing,96.15,2023-10-17
C082,P042,Clothing,304.67,2023-12-20
C292,P024,Books,88.39,2023-02-09
C038,P021,Home & Kitchen,382.27,2023-09-19
C059,P015,Clothing,454.71,2023-12-22
C101,P013,Home & Kitchen,445.38,2023-08-02
C014,P016,Toys & Games,318.83,2023-05-22
C291,P019,Home & Kitchen,127.78,2023-11-08
C097,P034,Home & Kitchen,164.41,2023-03-07
C160,P012,Electronics,392.78,2023-08-26
C134,P002,Books,338.9,2023-05-26
C141,P039,Books,171.35,2023-01-19
C269,P045,Clothing,389.02,2023-07-25
C385,P022,Electronics,361.51,2023-08-06
C198,P030,Home & Kitchen,338.85,2023-08-10
C345,P027,Toys & Games,107.59,2023-05-04
C387,P003,Electronics,55.46,2023-07-22
C316,P011,Books,111.1,2023-08-22
C435,P039,Books,186.7,2023-03-11
C064,P047,Clothing,136.31,2023-10-14
C068,P004,Books,397.69,2023-10-23
C377,P032,Home & Kitchen,379.02,2023-02-15
C342,P015,Clothing,435.53,2023-06-24
C115,P015,Clothing,365.96,2023-02-15
C087,P026,Electronics,139.27,2023-07-02
C127,P040,Electronics,475.2,2023-07-07
C217,P018,Electronics,449.86,2023-12-21
C231,P009,Toys & Games,465.55,2023-04-19
C008,P029,Books,168.27,2023-10-17
C452,P046,Books,107.92,2023-09-11
C433,P010,Home & Kitchen,463.25,2023-05-29
C153,P032,Home & Kitchen,9.97,2023-12-18
C208,P033,Electronics,446.71,2023-10-06
C289,P008,Home & Kitchen,208.76,2023-09-17
C105,P019,Home & Kitchen,273.75,2023-04-14
C194,P037,Clothing,465.52,2023-08-11
C323,P041,Home & Kitchen,113.16,2023-12-21
C175,P003,Electronics,469.05,2023-08-31
C056,P015,Clothing,423.32,2023-02-10
C468,P009,Toys & Games,11.22,2023-09-22
C256,P026,Electronics,5.95,2023-04-22
C199,P006,Electronics,69.19,2023-09-23
C112,P015,Clothing,497.69,2023-12-15
C391,P033,Electronics,322.79,2023-02-24
C024,P001,Clothing,235.98,2023-09-26
C166,P050,Home & Kitchen,297.52,2023-02-17
C106,P015,Clothing,259.87,2023-02-03
C446,P042,Clothing,399.05,2023-02-27
C339,P020,Toys & Games,193.76,2023-06-25
C302,P040,Electronics,435.88,2023-03-22
C161,P021,Home & Kitchen,189.74,2023-03-30
C099,P041,Home & Kitchen,37.53,2023-02-17
C419,P011,Books,329.48,2023-12-25
C015,P020,Toys & Games,469.29,2023-10-17
C095,P012,Electronics,345.52,2023-05-12
C097,P048,Books,437.2,2023-04-05
C437,P009,Toys & Games,22.13,2023-03-25
C286,P043,Books,208.05,2023-04-07
C149,P023,Books,129.31,2023-06-22
C438,P037,Clothing,194.06,2023-03-28
C165,P042,Clothing,383.0,2023-10-16
